timestamp,parameter,value,unit
2016-12-01T08:30:00+05:30,pm25,290.0,µg/m³
2016-12-01T09:30:00+05:30,pm25,293.0,µg/m³
2016-12-01T10:30:00+05:30,pm25,283.0,µg/m³
2016-12-01T11:30:00+05:30,pm25,271.0,µg/m³
2016-12-01T12:30:00+05:30,pm25,273.0,µg/m³
2016-12-01T13:30:00+05:30,pm25,249.0,µg/m³
2016-12-01T14:30:00+05:30,pm25,236.0,µg/m³
2016-12-01T15:30:00+05:30,pm25,248.0,µg/m³
2016-12-01T16:30:00+05:30,pm25,223.0,µg/m³
2016-12-01T17:30:00+05:30,pm25,242.0,µg/m³
2016-12-01T18:30:00+05:30,pm25,268.0,µg/m³
