timestamp,parameter,value,unit,hour,day_of_week,is_weekend
2016-11-28 05:30:00+05:30,pm25,78.7,µg/m³,5,0,0
2016-11-28 06:30:00+05:30,pm25,72.0,µg/m³,6,0,0
2016-11-28 07:30:00+05:30,pm25,76.3,µg/m³,7,0,0
2016-11-28 08:30:00+05:30,pm25,83.3,µg/m³,8,0,0
2016-11-28 09:30:00+05:30,pm25,88.2,µg/m³,9,0,0
2016-11-28 10:30:00+05:30,pm25,91.5,µg/m³,10,0,0
2016-11-28 11:30:00+05:30,pm25,89.8,µg/m³,11,0,0
2016-11-28 12:30:00+05:30,pm25,91.4,µg/m³,12,0,0
2016-11-28 13:30:00+05:30,pm25,74.7,µg/m³,13,0,0
2016-11-28 14:30:00+05:30,pm25,57.5,µg/m³,14,0,0
2016-11-28 15:30:00+05:30,pm25,47.2,µg/m³,15,0,0
2016-11-28 16:30:00+05:30,pm25,42.1,µg/m³,16,0,0
2016-11-28 17:30:00+05:30,pm25,41.0,µg/m³,17,0,0
2016-11-28 18:30:00+05:30,pm25,49.5,µg/m³,18,0,0
2016-11-28 19:30:00+05:30,pm25,65.2,µg/m³,19,0,0
2016-11-28 20:30:00+05:30,pm25,86.1,µg/m³,20,0,0
2016-11-28 21:30:00+05:30,pm25,108.0,µg/m³,21,0,0
2016-11-28 22:30:00+05:30,pm25,146.0,µg/m³,22,0,0
2016-11-28 23:30:00+05:30,pm25,169.0,µg/m³,23,0,0
2016-11-29 00:30:00+05:30,pm25,184.0,µg/m³,0,1,0
2016-11-29 01:30:00+05:30,pm25,196.0,µg/m³,1,1,0
2016-11-29 02:30:00+05:30,pm25,197.0,µg/m³,2,1,0
2016-11-29 03:30:00+05:30,pm25,199.0,µg/m³,3,1,0
2016-11-29 04:30:00+05:30,pm25,189.0,µg/m³,4,1,0
2016-11-29 05:30:00+05:30,pm25,177.0,µg/m³,5,1,0
2016-11-29 06:30:00+05:30,pm25,165.0,µg/m³,6,1,0
2016-11-29 07:30:00+05:30,pm25,159.0,µg/m³,7,1,0
2016-11-29 08:30:00+05:30,pm25,158.0,µg/m³,8,1,0
2016-11-29 09:30:00+05:30,pm25,149.0,µg/m³,9,1,0
2016-11-29 10:30:00+05:30,pm25,151.0,µg/m³,10,1,0
2016-11-29 11:30:00+05:30,pm25,144.0,µg/m³,11,1,0
2016-11-29 12:30:00+05:30,pm25,133.0,µg/m³,12,1,0
2016-11-29 13:30:00+05:30,pm25,141.0,µg/m³,13,1,0
2016-11-29 14:30:00+05:30,pm25,152.0,µg/m³,14,1,0
2016-11-29 15:30:00+05:30,pm25,176.0,µg/m³,15,1,0
2016-11-29 16:30:00+05:30,pm25,188.0,µg/m³,16,1,0
2016-11-29 17:30:00+05:30,pm25,173.0,µg/m³,17,1,0
2016-11-29 18:30:00+05:30,pm25,165.0,µg/m³,18,1,0
2016-11-29 19:30:00+05:30,pm25,154.0,µg/m³,19,1,0
2016-11-29 20:30:00+05:30,pm25,154.0,µg/m³,20,1,0
2016-11-29 21:30:00+05:30,pm25,164.0,µg/m³,21,1,0
2016-11-29 22:30:00+05:30,pm25,189.0,µg/m³,22,1,0
2016-11-29 23:30:00+05:30,pm25,234.0,µg/m³,23,1,0
2016-11-30 00:30:00+05:30,pm25,256.0,µg/m³,0,2,0
2016-11-30 01:30:00+05:30,pm25,266.0,µg/m³,1,2,0
2016-11-30 02:30:00+05:30,pm25,274.0,µg/m³,2,2,0
2016-11-30 03:30:00+05:30,pm25,280.0,µg/m³,3,2,0
2016-11-30 04:30:00+05:30,pm25,277.0,µg/m³,4,2,0
2016-11-30 05:30:00+05:30,pm25,275.0,µg/m³,5,2,0
2016-11-30 06:30:00+05:30,pm25,275.0,µg/m³,6,2,0
2016-11-30 07:30:00+05:30,pm25,,µg/m³,7,2,0
2016-11-30 08:30:00+05:30,pm25,,µg/m³,8,2,0
2016-11-30 09:30:00+05:30,pm25,232.0,µg/m³,9,2,0
2016-11-30 10:30:00+05:30,pm25,224.0,µg/m³,10,2,0
2016-11-30 11:30:00+05:30,pm25,232.0,µg/m³,11,2,0
2016-11-30 12:30:00+05:30,pm25,244.0,µg/m³,12,2,0
2016-11-30 13:30:00+05:30,pm25,242.0,µg/m³,13,2,0
2016-11-30 14:30:00+05:30,pm25,238.0,µg/m³,14,2,0
2016-11-30 15:30:00+05:30,pm25,227.0,µg/m³,15,2,0
2016-11-30 16:30:00+05:30,pm25,221.0,µg/m³,16,2,0
2016-11-30 17:30:00+05:30,pm25,218.0,µg/m³,17,2,0
2016-11-30 18:30:00+05:30,pm25,223.0,µg/m³,18,2,0
2016-11-30 19:30:00+05:30,pm25,231.0,µg/m³,19,2,0
2016-11-30 20:30:00+05:30,pm25,243.0,µg/m³,20,2,0
2016-11-30 21:30:00+05:30,pm25,258.0,µg/m³,21,2,0
2016-11-30 22:30:00+05:30,pm25,266.0,µg/m³,22,2,0
2016-11-30 23:30:00+05:30,pm25,270.0,µg/m³,23,2,0
2016-12-01 00:30:00+05:30,pm25,268.0,µg/m³,0,3,0
2016-12-01 01:30:00+05:30,pm25,271.0,µg/m³,1,3,0
2016-12-01 02:30:00+05:30,pm25,277.0,µg/m³,2,3,0
2016-12-01 03:30:00+05:30,pm25,290.0,µg/m³,3,3,0
2016-12-01 04:30:00+05:30,pm25,295.0,µg/m³,4,3,0
2016-12-01 05:30:00+05:30,pm25,295.0,µg/m³,5,3,0
2016-12-01 06:30:00+05:30,pm25,294.0,µg/m³,6,3,0
2016-12-01 07:30:00+05:30,pm25,291.0,µg/m³,7,3,0
2016-12-01 08:30:00+05:30,pm25,290.0,µg/m³,8,3,0
2016-12-01 09:30:00+05:30,pm25,293.0,µg/m³,9,3,0
2016-12-01 10:30:00+05:30,pm25,283.0,µg/m³,10,3,0
2016-12-01 11:30:00+05:30,pm25,271.0,µg/m³,11,3,0
2016-12-01 12:30:00+05:30,pm25,273.0,µg/m³,12,3,0
2016-12-01 13:30:00+05:30,pm25,249.0,µg/m³,13,3,0
2016-12-01 14:30:00+05:30,pm25,236.0,µg/m³,14,3,0
2016-12-01 15:30:00+05:30,pm25,248.0,µg/m³,15,3,0
2016-12-01 16:30:00+05:30,pm25,223.0,µg/m³,16,3,0
2016-12-01 17:30:00+05:30,pm25,242.0,µg/m³,17,3,0
2016-12-01 18:30:00+05:30,pm25,268.0,µg/m³,18,3,0
